query	reference	seqid	len	mismatch	gap	query_start	query_end	target_start	target_end	eval	bitscore
ISPpu2	lane122s000605_bin.3.p_NODE_131_length_5947_cov_3.332027_5	34.9	86	54	1	7	90	8	93	1.63E-07	51.6
ISPpu2	lane122s000605_bin.3.p_NODE_539_length_3420_cov_2.344002_5	35.9	92	54	2	1	90	5	93	1.63E-07	51.6
ISPpu2	lane122s000607_bin.1.p_NODE_650_length_3425_cov_4.356332_2	34.9	86	54	1	7	90	8	93	1.63E-07	51.6
ISPpu2	lane122s000607_bin.1.p_NODE_1013_length_2633_cov_4.251565_2	35.9	92	54	2	1	90	5	93	1.63E-07	51.6
ISPpu2	lane122s000607_bin.1.p_NODE_2874_length_671_cov_3.026936_2	34.9	86	54	1	7	90	8	93	1.63E-07	51.6
ISPpu2	lane122s000606_bin.1.o_k141_178702-flag_1-multi_2.0000-len_1735_3	36.5	74	47	0	10	83	13	86	2.47E-07	51.6
ISPpu2	lane122s000600_bin.3.p_NODE_670_length_559_cov_1.973029_2	33	94	56	3	31	117	30	123	3.48E-07	51.6
ISPpu2	lane122s000607_bin.1.p_NODE_187_length_5825_cov_2.297495_3	26.2	328	203	13	19	325	11	320	3.80E-07	54.3
ISPpu2	lane122s000605_bin.3.p_NODE_1564_length_1660_cov_1.512318_1	35.8	81	45	2	18	91	3	83	4.16E-07	50.4
ISPpu2	lane121s003976_shovill_contig00008_1	24.5	110	81	2	218	326	2	110	4.50E-07	51.6
ISPpu2	lane122s000607_bin.1.p_NODE_1809_length_1815_cov_2.245685_1	33.3	93	59	2	1	90	1	93	7.33E-07	50.1
ISPpu2	lane122s000607_bin.1.p_NODE_1714_length_1881_cov_3.101996_1	33.7	86	55	1	7	90	8	93	1.45E-06	48.9
ISPpu2	lane122s000605_bin.3.p_NODE_1238_length_1984_cov_2.280545_2	32.1	84	57	0	34	117	34	117	1.69E-06	50.1
ISPpu2	lane122s000607_bin.1.p_NODE_991_length_2673_cov_3.211479_1	32.1	84	57	0	34	117	34	117	1.69E-06	50.1
ISPpu2	lane122s000605_bin.3.p_NODE_487_length_3581_cov_3.972603_3	33.3	93	59	2	1	90	1	93	1.87E-06	48.9
ISPpu2	lane122s000607_bin.1.p_NODE_2196_length_1493_cov_1.970339_2	34.5	87	55	1	6	90	7	93	2.58E-06	48.9
ISPpu2	lane122s000607_bin.1.p_NODE_192_length_5796_cov_2.575450_3	31.8	85	55	1	10	91	13	97	2.72E-06	48.5
ISPpu2	lane122s000607_bin.1.p_NODE_996_length_2665_cov_1.217156_2	31.9	69	47	0	10	78	33	101	2.97E-06	48.5
ISPpu2	lane122s000607_bin.1.p_NODE_2665_length_899_cov_3.111922_2	45.3	53	29	0	31	83	5	57	4.29E-06	47
ISPpu2	lane122s000605_bin.3.p_NODE_149_length_5678_cov_3.676486_6	28.3	184	117	6	158	330	25	204	6.94E-06	49.7
ISPpu2	lane122s000523_bin.1.p_NODE_50_length_35252_cov_132.064733_19	38.2	68	42	0	1	68	1	68	2.17E-05	46.2
ISPpu2	lane122s000605_bin.3.p_NODE_1238_length_1984_cov_2.280545_1	27.1	107	77	1	158	263	3	109	3.89E-05	46.2
ISPpu2	lane821s003044_shovill_contig00219_1	36.9	65	40	1	294	358	1	64	5.14E-05	43.9
ISPpu2	lane122s000605_bin.3.p_NODE_1938_length_992_cov_1.594536_1	25	112	83	1	155	265	24	135	5.86E-05	45.4
ISPpu2	lane122s000607_bin.1.p_NODE_2063_length_1614_cov_2.366949_2	30.4	138	71	5	3	117	5	140	7.67E-05	45.8
ISPpu2	lane122s000605_bin.3.p_NODE_2076_length_700_cov_1.678973_1	28.3	127	68	2	18	121	19	145	1.10E-04	45.4
ISPpu2	lane122s000607_bin.1.p_NODE_836_length_2971_cov_2.459572_2	26.6	109	77	1	12	117	9	117	1.42E-04	44.7
ISPpu2	lane122s000607_bin.1.p_NODE_841_length_2962_cov_4.554939_2	32.5	77	52	0	12	88	9	85	3.89E-04	43.1
ISPpu2	lane122s000605_bin.3.p_NODE_481_length_3612_cov_2.705799_3	29.5	122	63	3	23	121	30	151	3.93E-04	43.9
ISPpu2	lane122s000605_bin.2.o_k141_292403-flag_0-multi_6.9925-len_9747_5	27.7	119	85	1	213	330	16	134	4.14E-04	43.1
ISPpu2	lane821s003044_shovill_contig00052_16	43.1	51	29	0	18	68	17	67	4.71E-04	42.4
ISPpu2	lane122s000607_bin.1.p_NODE_616_length_3553_cov_3.020138_3	21.9	320	197	10	33	321	32	329	5.24E-04	44.7
ISPpu2	lane122s000607_bin.1.p_NODE_1692_length_1904_cov_7.367816_3	28.4	109	75	1	12	117	9	117	7.17E-04	42.4
ISPpu2	lane122s000606_bin.2.s_NODE_303_length_4013_cov_1.899390_1	50	38	17	1	269	304	39	76	7.64E-04	40.8
ISPpu2	lane122s000607_bin.1.p_NODE_1118_length_2476_cov_2.857441_2	23.8	168	108	6	189	338	16	181	9.03E-04	42.7
ISPsy5	lane122s000536_megahit_k141_172-flag=0-multi=206.8666-len=37215_6	44.5	391	199	9	133	510	1	386	2.43E-94	295
ISPsy5	lane122s000601_bin.6.o_k141_338880-flag_1-multi_4.0000-len_6040_2	42	417	233	7	92	508	100	507	6.04E-93	295
ISPsy5	lane122s000600_bin.4.o_k141_373718-flag_0-multi_17.0000-len_2460_1	37.7	488	273	13	39	513	81	550	2.98E-88	284
ISPsy5	lane122s000521_bin.2.p_NODE_1_length_999778_cov_11.915455_665	35.8	522	297	13	7	510	6	507	3.41E-85	275
ISPsy5	lane121s003995_shovill_contig00053_5	33.7	519	303	9	6	509	6	498	1.65E-81	265
ISPsy5	lane821s003044_shovill_contig00031_41	33.7	517	308	8	10	514	10	503	3.68E-79	259
ISPsy5	lane122s000523_bin.1.p_NODE_112_length_1506_cov_191.841148_1	33.6	512	305	8	10	509	11	499	8.69E-78	255
ISPsy5	lane122s000531_bin.1.o_k141_67-flag_0-multi_188.1597-len_88946_77	30	543	326	12	7	513	12	536	8.87E-67	227
ISPsy5	lane122s000603_bin.3.o_k141_94077-flag_1-multi_1.0000-len_2165_1	30.1	492	313	10	24	491	22	506	5.47E-66	224
ISPsy5	lane122s000523_bin.1.p_NODE_99_length_2807_cov_282.887179_3	30.1	491	319	11	40	510	70	556	4.21E-64	221
ISPsy5	lane821s003044_shovill_contig00108_2	30.1	491	319	11	40	510	70	556	4.21E-64	221
ISPsy5	lane121s003960_shovill_contig00092_3	31.6	519	318	14	14	510	18	521	2.00E-62	215
ISPsy5	lane121s003953_shovill_contig00010_74	31.6	519	318	14	14	510	26	529	6.43E-62	214
ISPsy5	lane122s000536_megahit_k141_166-flag=0-multi=620.0000-len=4616_6	42.8	283	152	4	238	513	1	280	8.18E-61	204
ISPsy5	lane121s003953_shovill_contig00008_168	32.1	489	297	14	43	510	35	509	8.80E-59	205
ISPsy5	lane821s003041_shovill_contig00003_117	32.1	489	297	14	43	510	35	509	8.80E-59	205
ISPsy5	lane122s000540_bin.1.p_NODE_13_length_138185_cov_16.919143_114	34.8	290	182	5	227	515	4	287	1.72E-57	195
ISPsy5	lane821s003044_shovill_contig00067_4	28.4	507	337	11	25	510	33	534	1.23E-56	200
ISPsy5	lane821s003044_shovill_contig00110_3	28.4	507	337	11	25	510	32	533	4.51E-56	199
ISPsy5	lane122s000523_bin.1.p_NODE_100_length_2721_cov_504.470499_2	29.7	542	340	16	7	514	7	541	1.23E-55	197
ISPsy5	lane821s003044_shovill_contig00115_1	29.7	542	340	16	7	514	7	541	1.23E-55	197
ISPsy5	lane122s000540_bin.1.p_NODE_35_length_67464_cov_17.503613_1	34.2	316	200	4	205	516	1	312	2.13E-50	177
ISPsy5	lane122s000536_megahit_k141_14-flag=0-multi=620.0000-len=1771_1	37.5	277	153	6	15	277	12	282	1.04E-41	153
ISPsy5	lane122s000601_bin.1.o_k141_35585-flag_1-multi_5.6925-len_3123_4	27.3	421	272	10	101	508	109	508	3.51E-40	155
ISPsy5	lane122s000601_bin.1.o_k141_429108-flag_1-multi_7.0000-len_3760_5	27.6	431	274	11	98	508	100	512	4.65E-39	152
ISPsy5	lane122s000540_bin.1.p_NODE_370_length_610_cov_8.639775_1	47.8	136	71	0	360	495	6	141	7.19E-39	141
ISPsy5	lane122s000521_bin.2.p_NODE_34_length_17283_cov_11.897768_9	31.9	285	166	7	248	510	41	319	2.83E-37	142
ISPsy5	lane122s000536_megahit_k141_171-flag=1-multi=927.2236-len=2480_4	40.5	185	106	2	325	509	1	181	4.38E-37	138
ISPsy5	lane122s000605_bin.3.p_NODE_858_length_2508_cov_3.452900_1	27.6	519	311	17	28	514	57	542	1.03E-36	145
ISPsy5	lane122s000536_megahit_k141_171-flag=1-multi=927.2236-len=2480_3	30.7	319	191	9	7	303	7	317	4.38E-36	139
ISPsy5	lane122s000523_bin.1.p_NODE_115_length_1452_cov_42.669818_1	30.8	234	149	4	289	510	10	242	2.91E-32	127
ISPsy5	lane122s000523_bin.1.p_NODE_41_length_45210_cov_108.897791_1	30.8	234	149	4	289	510	10	242	1.45E-31	125
ISPsy5	lane122s000602_bin.1.o_k141_706942-flag_0-multi_8.3288-len_8300_6	26	496	329	13	37	510	19	498	7.47E-30	125
ISPsy5	lane122s000601_bin.1.o_k141_418861-flag_1-multi_5.0000-len_2927_2	24.5	511	342	14	14	496	63	557	8.72E-28	120
ISPsy5	lane122s000605_bin.3.p_NODE_178_length_5433_cov_2.182412_2	28.9	374	232	12	160	509	186	549	5.55E-27	117
ISPsy5	lane122s000607_bin.1.p_NODE_98_length_6968_cov_1.793789_4	28.2	376	234	13	160	509	187	552	2.48E-26	115
ISPsy5	lane122s000536_megahit_k141_195-flag=0-multi=188.9866-len=337836_292	54.3	94	43	0	382	475	57	150	4.04E-26	106
ISPsy5	lane122s000521_bin.1.s_NODE_37_length_12340_cov_101.839599_3	53.8	93	41	1	419	509	2	94	5.50E-26	104
ISPsy5	lane122s000601_bin.1.o_k141_441615-flag_1-multi_2.0000-len_1736_2	28.4	338	205	9	15	346	33	339	7.62E-26	111
ISPsy5	lane122s000607_bin.1.p_NODE_1780_length_1833_cov_1.965262_1	27.7	358	216	12	160	487	42	386	1.18E-25	111
ISPsy5	lane122s000601_bin.7.o_k141_117692-flag_1-multi_3.0000-len_1730_1	40.2	132	79	0	360	491	1	132	1.05E-24	103
ISPsy5	lane122s000607_bin.1.p_NODE_361_length_4570_cov_2.475629_4	27	348	222	9	188	510	281	621	1.96E-24	110
ISPsy5	lane121s003995_shovill_contig00016_123	30.3	155	107	1	356	510	3	156	2.76E-23	99.4
ISPsy5	lane122s000605_bin.3.p_NODE_584_length_3257_cov_4.417610_3	26.8	347	222	9	188	509	281	620	3.53E-23	106
ISPsy5	lane821s003041_shovill_contig00058_1	35.8	187	107	5	267	452	9	183	1.90E-22	97.4
ISPsy5	lane122s000520_bin.1.p_NODE_69_length_18248_cov_8.903803_16	34.2	152	97	1	301	452	4	152	3.79E-22	95.9
ISPsy5	lane122s000607_bin.1.p_NODE_2322_length_1350_cov_1.652003_1	32.2	202	127	4	312	509	35	230	9.45E-22	97.1
ISPsy5	lane122s000607_bin.1.p_NODE_1844_length_1781_cov_0.868545_2	27.4	402	233	15	90	448	112	497	9.64E-21	98.2
ISPsy5	lane821s003041_shovill_contig00047_3	27.8	266	172	7	14	262	26	288	1.06E-19	92.4
ISPsy5	lane122s000603_bin.3.o_k141_35020-flag_1-multi_1.0000-len_2084_2	35.7	143	89	2	97	239	68	207	1.11E-19	90.5
ISPsy5	lane122s000607_bin.1.p_NODE_1041_length_2590_cov_3.372861_4	26.5	336	213	11	25	347	52	366	2.15E-19	93.2
ISPsy5	lane122s000601_bin.1.o_k141_420223-flag_1-multi_4.0000-len_2139_3	27.4	252	170	5	96	341	89	333	2.80E-18	89
ISPsy5	lane122s000523_bin.1.p_NODE_107_length_1752_cov_249.810746_3	26.3	289	200	7	25	304	32	316	5.81E-17	84.7
ISPsy5	lane122s000601_bin.1.o_k141_441615-flag_1-multi_2.0000-len_1736_3	34	106	68	1	382	487	4	107	6.77E-15	73.9
ISPsy5	lane121s003995_shovill_contig00016_122	25.9	232	159	5	50	273	75	301	6.64E-14	75.9
ISPsy5	lane821s003044_shovill_contig00163_1	36.2	116	71	1	298	413	5	117	7.34E-14	70.9
ISPsy5	lane122s000540_bin.1.p_NODE_166_length_1758_cov_48.530637_1	50.9	57	28	0	382	438	5	61	8.32E-14	69.3
ISPsy5	lane121s003953_shovill_contig00059_1	33.6	119	72	3	151	262	2	120	2.97E-13	69.3
ISPsy5	lane821s003041_shovill_contig00061_1	33.6	119	72	3	151	262	2	120	2.97E-13	69.3
ISPsy5	lane122s000600_bin.2.o_k141_4758-flag_1-multi_2.0000-len_2510_3	26.7	360	227	11	142	496	139	466	4.30E-12	71.2
ISPsy5	lane121s003953_shovill_contig00057_1	30.8	156	96	5	231	384	3	148	9.01E-12	65.9
ISPsy5	lane821s003041_shovill_contig00060_1	30.8	156	96	5	231	384	3	148	9.01E-12	65.9
ISPsy5	lane122s000607_bin.1.p_NODE_3032_length_580_cov_1.296223_1	31.1	132	82	2	392	514	22	153	1.45E-10	63.2
ISPsy5	lane122s000607_bin.1.p_NODE_529_length_3841_cov_4.943677_2	20.4	411	281	13	121	508	106	493	5.49E-10	64.7
ISPsy5	lane821s003044_shovill_contig00201_1	50	58	26	2	123	178	9	65	3.33E-09	56.2
ISPsy5	lane821s003044_shovill_contig00217_1	40.3	72	43	0	407	478	3	74	3.33E-09	56.2
ISPsy5	lane122s000521_bin.2.p_NODE_1_length_999778_cov_11.915455_666	35.9	78	50	0	433	510	11	88	1.39E-08	55.1
ISPsy5	lane122s000605_bin.3.p_NODE_1178_length_2052_cov_1.850633_2	25.1	263	167	9	160	399	196	451	1.97E-08	59.7
ISPsy5	lane122s000605_bin.2.o_k141_16923-flag_1-multi_7.0000-len_8142_7	20.6	389	235	12	107	487	126	448	3.51E-08	58.9
ISPsy5	lane121s003953_shovill_contig00061_1	44.3	70	36	1	444	510	1	70	4.75E-08	53.1
ISPsy5	lane821s003041_shovill_contig00003_1	44.3	70	36	1	444	510	1	70	4.75E-08	53.1
ISPsy5	lane121s003953_shovill_contig00071_1	32.9	79	52	1	185	262	1	79	2.39E-07	51.2
ISPsy5	lane821s003041_shovill_contig00071_1	32.9	79	52	1	185	262	1	79	2.39E-07	51.2
ISPsy5	lane122s000607_bin.1.p_NODE_1830_length_1792_cov_2.442566_1	25.1	263	174	10	247	508	214	454	2.48E-07	56.2
ISPsy5	lane122s000606_bin.2.s_NODE_836_length_1856_cov_1.159640_2	23.1	342	224	10	163	496	32	342	3.24E-07	55.5
ISPsy5	lane122s000605_bin.3.p_NODE_448_length_3743_cov_3.351609_4	26.3	270	162	12	247	508	242	482	3.43E-07	55.8
ISPsy5	lane122s000601_bin.6.o_k141_399720-flag_1-multi_6.0000-len_3646_3	40.3	62	37	0	433	494	8	69	1.12E-06	50.1
ISPsy5	lane821s003044_shovill_contig00175_1	34.6	81	52	1	195	275	1	80	1.43E-06	49.7
ISPsy5	lane122s000601_bin.7.o_k141_597708-flag_1-multi_1.3394-len_1897_1	23.8	269	172	9	231	494	216	456	5.47E-06	52
ISPsy5	lane122s000601_bin.1.o_k141_175346-flag_1-multi_6.0000-len_2851_2	23.9	280	167	11	244	515	239	480	5.59E-06	52
ISPsy5	lane122s000607_bin.1.p_NODE_592_length_3623_cov_1.809363_2	34.1	82	52	1	435	514	1	82	6.38E-06	48.1
ISPsy5	lane122s000607_bin.1.p_NODE_1747_length_1853_cov_2.091216_3	24.7	275	174	13	245	514	65	311	2.09E-05	49.7
ISPsy5	lane821s003041_shovill_contig00064_1	40.6	64	35	1	450	510	1	64	2.14E-05	45.4
ISPsy5	lane122s000607_bin.1.p_NODE_2011_length_1657_cov_2.409494_1	25.5	298	184	10	195	480	177	448	2.89E-05	49.7
ISPsy5	lane122s000607_bin.1.p_NODE_1813_length_1811_cov_3.305075_1	22.8	276	179	6	212	484	202	446	8.78E-05	48.1
ISPsy5	lane821s003044_shovill_contig00052_34	34.8	66	43	0	449	514	2	67	1.40E-04	43.1
ISPsy5	lane122s000601_bin.1.o_k141_560122-flag_1-multi_15.0000-len_5813_1	29.8	84	55	1	238	321	4	83	2.17E-04	43.1
ISPsy5	lane122s000605_bin.3.p_NODE_617_length_3150_cov_1.841523_3	21.5	274	187	6	220	493	58	303	3.45E-04	45.8
ISPsy5	lane122s000536_megahit_k141_44-flag=0-multi=194.9695-len=152633_1	48.6	35	18	0	479	513	1	35	5.33E-04	40.4
ISPsy5	lane122s000536_megahit_k141_187-flag=1-multi=179.9925-len=288454_1	48.6	35	18	0	479	513	1	35	5.33E-04	40.4
ISPsy5	lane122s000536_megahit_k141_190-flag=1-multi=189.9089-len=49931_32	48.6	35	18	0	479	513	1	35	5.33E-04	40.4
ISPsy5	lane122s000536_megahit_k141_192-flag=0-multi=144.5774-len=1466_1	48.6	35	18	0	479	513	1	35	5.33E-04	40.4
ISPsy5	lane122s000607_bin.1.p_NODE_608_length_3579_cov_3.334380_1	18.7	412	300	11	104	499	99	491	8.38E-04	45.1
ISEc1	lane121s003972_bin.2.s_NODE_627_length_2162_cov_4.077218_1	97.6	253	6	0	1	253	1	253	4.72E-183	509
ISEc1	lane122s000605_bin.2.o_k141_182791-flag_1-multi_4.8583-len_9898_8	40.3	367	211	3	13	375	16	378	3.93E-92	283
ISEc1	lane122s000601_bin.10.s_NODE_208_length_6389_cov_2.944075_1	42.1	366	199	6	11	372	19	375	1.47E-85	266
ISEc1	lane122s000605_bin.2.o_k141_305605-flag_1-multi_5.0000-len_1503_1	36.1	377	230	6	6	378	8	377	6.27E-76	242
ISEc1	lane122s000605_bin.3.p_NODE_1310_length_1920_cov_2.149213_1	35.1	387	227	7	3	375	9	385	1.64E-71	231
ISEc1	lane122s000606_bin.2.s_NODE_864_length_1807_cov_3.902890_2	30.3	376	245	8	3	373	1	364	1.21E-53	184
ISEc1	lane122s000601_bin.6.o_k141_231344-flag_1-multi_7.0000-len_3490_1	28.9	356	228	10	24	373	21	357	2.96E-39	145
ISEc1	lane122s000607_bin.1.p_NODE_204_length_5664_cov_3.862717_2	28.7	349	226	9	6	344	8	343	2.16E-35	135
ISEc1	lane122s000605_bin.3.p_NODE_466_length_3679_cov_2.299833_3	28.4	349	227	9	6	344	8	343	8.02E-35	134
ISEc1	lane122s000607_bin.1.p_NODE_911_length_2822_cov_0.987978_2	27.1	350	237	6	4	344	6	346	5.96E-33	129
ISEc1	lane122s000607_bin.1.p_NODE_1226_length_2328_cov_1.643714_2	26.9	350	234	8	6	344	8	346	1.14E-32	128
ISEc1	lane122s000602_bin.1.o_k141_770056-flag_0-multi_2.9247-len_2185_2	31.2	285	174	7	67	347	15	281	4.00E-30	120
ISEc1	lane122s000602_bin.1.o_k141_405573-flag_1-multi_9.0000-len_1786_1	28.9	356	220	13	6	344	30	369	1.14E-26	112
ISEc1	lane122s000607_bin.1.p_NODE_645_length_3440_cov_1.223907_3	30.2	245	155	6	105	344	5	238	8.91E-26	107
ISEc1	lane122s000605_bin.3.p_NODE_1910_length_1059_cov_2.178208_1	29.6	247	154	8	105	344	1	234	3.81E-23	100
ISEc1	lane122s000602_bin.1.o_k141_590655-flag_1-multi_3.0000-len_1644_1	24.5	364	235	10	5	344	26	373	1.36E-21	98.2
ISEc1	lane122s000600_bin.2.o_k141_315060-flag_1-multi_2.9872-len_2023_2	30.8	182	115	4	10	183	11	189	2.72E-21	93.2
ISEc1	lane122s000602_bin.1.o_k141_68775-flag_1-multi_10.0000-len_1659_1	23.5	388	228	10	2	339	30	398	1.85E-20	95.1
ISEc1	lane122s000600_bin.3.p_NODE_319_length_3154_cov_1.936627_1	35.9	145	86	3	230	372	2	141	8.35E-17	79.3
ISEc1	lane122s000602_bin.1.o_k141_634510-flag_1-multi_4.6165-len_2123_1	26.2	244	158	7	106	344	179	405	2.05E-16	83.2
ISEc1	lane122s000602_bin.1.o_k141_526149-flag_0-multi_4.7553-len_3124_3	21.6	371	239	11	6	344	29	379	8.86E-14	75.1
ISEc1	lane122s000600_bin.2.o_k141_315060-flag_1-multi_2.9872-len_2023_1	44.3	61	32	1	283	343	25	83	1.02E-07	52.8
ISEc1	lane122s000607_bin.1.p_NODE_2360_length_1300_cov_1.120196_3	27.8	115	74	4	230	341	20	128	1.76E-06	49.7
ISEc1	lane122s000605_bin.3.p_NODE_559_length_3340_cov_2.401778_2	33.3	60	40	0	285	344	87	146	3.37E-05	47
ISEc1	lane122s000605_bin.3.p_NODE_2138_length_622_cov_1.288073_1	26.7	135	91	2	5	133	7	139	6.17E-05	45.4
ISEc1	lane122s000605_bin.3.p_NODE_1650_length_1557_cov_1.381757_3	26.3	114	78	1	4	111	6	119	1.46E-04	43.9
ISSm4	lane122s000606_bin.2.s_NODE_869_length_1800_cov_2.987812_1	27.6	326	229	5	65	384	23	347	4.89E-30	122
ISSm4	lane122s000536_megahit_k141_26-flag=0-multi=194.9884-len=200744_7	25.4	346	249	6	36	374	44	387	1.72E-19	92.8
ISSm4	lane122s000602_bin.1.o_k141_100138-flag_0-multi_11.9249-len_1898_1	26	369	254	11	19	374	3	365	1.68E-18	89.7
ISSm4	lane122s000601_bin.1.o_k141_237417-flag_1-multi_3.0000-len_1688_1	23.7	379	263	13	10	374	20	386	4.19E-15	79.7
ISSm4	lane121s003976_shovill_contig00028_72	25.4	283	186	8	148	424	46	309	3.55E-14	75.9
ISSm4	lane121s003977_shovill_contig00028_2	25.4	283	186	8	148	424	46	309	3.55E-14	75.9
ISSm4	lane121s003976_shovill_contig00069_1	30.9	175	112	4	200	374	1	166	7.16E-14	72.8
ISSm4	lane121s003977_shovill_contig00067_13	30.9	175	112	4	200	374	1	166	7.16E-14	72.8
ISSm4	lane122s000605_bin.2.o_k141_289476-flag_1-multi_6.0000-len_10831_6	22.7	238	175	5	148	379	157	391	1.65E-11	68.6
ISSm4	lane122s000606_bin.1.o_k141_105833-flag_1-multi_1.0000-len_1612_1	24.2	161	116	2	148	302	12	172	4.17E-11	64.3
ISSm4	lane121s003976_shovill_contig00082_3	23.8	387	266	12	4	369	9	387	1.33E-10	65.9
ISSm4	lane121s003977_shovill_contig00080_3	23.8	387	266	12	4	369	9	387	1.33E-10	65.9
ISSm4	lane122s000600_bin.5.s_NODE_871_length_1600_cov_1.893631_1	27	222	132	5	193	386	10	229	1.44E-10	63.9
ISSm4	lane122s000607_bin.1.p_NODE_1167_length_2413_cov_2.942209_1	25.6	227	150	9	22	237	50	268	1.71E-08	59.7
ISSm4	lane122s000605_bin.3.p_NODE_285_length_4521_cov_4.532178_4	25.7	226	147	10	22	235	47	263	1.24E-07	57
ISSm4	lane122s000607_bin.1.p_NODE_669_length_3371_cov_5.158166_3	26.2	210	141	8	36	236	42	246	1.80E-07	56.2
ISSm4	lane121s003976_shovill_contig00004_117	21.9	215	162	2	31	239	49	263	4.09E-07	54.3
ISSm4	lane121s003977_shovill_contig00005_82	21.9	215	162	2	31	239	49	263	4.09E-07	54.3
ISSm4	lane122s000607_bin.1.p_NODE_644_length_3441_cov_2.365636_2	28.9	211	134	10	36	236	56	260	8.42E-07	54.3
ISSm4	lane122s000605_bin.2.o_k141_70972-flag_1-multi_5.9943-len_10601_5	23.6	174	126	4	148	315	157	329	1.38E-06	53.1
ISSm4	lane121s003976_shovill_contig00110_1	22.2	212	159	2	31	236	38	249	1.80E-06	52
ISSm4	lane121s003977_shovill_contig00110_1	22.2	212	159	2	31	236	38	249	1.80E-06	52
ISSm4	lane122s000607_bin.1.p_NODE_181_length_5897_cov_2.374742_6	24.9	229	149	9	22	237	47	265	3.24E-05	49.3
ISSm4	lane122s000605_bin.3.p_NODE_1791_length_1339_cov_1.266244_2	24.3	239	162	10	9	236	17	247	9.31E-05	47.4
ISSm4	lane122s000607_bin.1.p_NODE_987_length_2680_cov_1.852094_1	25.4	228	149	9	22	237	22	240	2.24E-04	46.6
ISSm4	lane121s003976_shovill_contig00153_1	31.6	95	59	1	200	294	1	89	2.34E-04	42.7
ISSm4	lane121s003977_shovill_contig00153_1	31.6	95	59	1	200	294	1	89	2.34E-04	42.7
ISSm4	lane122s000602_bin.1.o_k141_500283-flag_0-multi_4.9865-len_3694_4	23.5	226	140	7	22	229	21	231	5.40E-04	45.1
ISSen7	lane121s003972_bin.2.s_NODE_928_length_1548_cov_1.645819_2	52.8	309	130	1	5	313	4	296	5.78E-114	333
ISSen7	lane121s003972_bin.2.s_NODE_656_length_2096_cov_2.149579_2	51.1	309	130	2	1	309	1	288	1.93E-106	314
ISSen7	lane121s003972_bin.2.s_NODE_98_length_5460_cov_2.674531_2	49.5	305	142	1	4	308	3	295	2.82E-105	311
ISSen7	lane121s003972_bin.2.s_NODE_1_length_16687_cov_2.886033_12	54.2	249	113	1	9	257	7	254	5.79E-95	285
ISSen7	lane121s003972_bin.2.s_NODE_58_length_6487_cov_2.818565_7	43.2	192	89	1	121	312	1	172	2.96E-47	159
ISSen7	lane121s003972_bin.2.s_NODE_58_length_6487_cov_2.818565_6	64.6	99	35	0	6	104	5	103	6.94E-41	140
ISSen7	lane122s000605_bin.3.p_NODE_1844_length_1224_cov_1.632084_1	31.5	248	156	7	10	246	8	252	2.81E-24	101
ISSen7	lane122s000536_megahit_k141_58-flag=0-multi=188.9673-len=69029_55	35.5	124	76	2	8	128	8	130	9.37E-16	77
ISSen7	lane122s000536_megahit_k141_0-flag=1-multi=183.9736-len=166686_67	33.3	129	79	3	11	136	5	129	2.82E-13	72.4
ISSen7	lane122s000607_bin.1.p_NODE_49_length_8755_cov_2.142890_12	26.6	184	129	3	11	188	3	186	2.11E-11	64.7
ISSen7	lane122s000536_megahit_k141_170-flag=0-multi=189.9909-len=497546_343	29.3	181	103	7	12	177	6	176	5.85E-11	65.5
ISSen7	lane122s000536_megahit_k141_173-flag=0-multi=190.9703-len=153901_57	30.6	121	82	1	10	128	5	125	3.01E-10	63.2
ISSen7	lane122s000601_bin.1.o_k141_419755-flag_1-multi_3.0000-len_2012_2	29.8	124	82	2	9	127	31	154	2.21E-08	57.8
ISSen7	lane122s000605_bin.2.o_k141_228951-flag_1-multi_8.0000-len_10923_2	32	122	71	3	19	129	22	142	3.88E-06	50.8
IS91	lane122s000607_bin.1.p_NODE_1954_length_1703_cov_1.992620_1	27.4	350	224	12	35	367	39	375	4.00E-32	128
IS91	lane122s000607_bin.1.p_NODE_2076_length_1594_cov_1.688860_1	26.3	392	247	15	1	367	41	415	3.99E-31	126
IS91	lane122s000607_bin.1.p_NODE_1580_length_1985_cov_2.296122_2	28.9	381	234	17	8	367	11	375	5.94E-31	125
IS91	lane122s000607_bin.1.p_NODE_2355_length_1307_cov_3.747967_1	27.6	290	189	9	35	315	39	316	1.68E-26	111
IS91	lane122s000600_bin.3.p_NODE_81_length_7262_cov_2.992067_2	27.2	331	211	12	3	318	11	326	4.03E-26	111
IS91	lane122s000601_bin.10.s_NODE_13_length_37964_cov_2.983609_6	27.2	331	211	12	3	318	11	326	4.03E-26	111
IS91	lane122s000540_bin.1.p_NODE_166_length_1758_cov_48.530637_2	26.3	350	235	13	34	365	23	367	6.23E-24	105
IS91	lane122s000603_bin.3.o_k141_221518-flag_1-multi_2.0000-len_2862_2	27.2	301	187	10	38	318	4	292	5.10E-21	96.7
IS91	lane122s000607_bin.1.p_NODE_1122_length_2468_cov_2.487244_3	26.5	332	213	10	68	378	7	328	1.18E-20	95.1
IS91	lane122s000607_bin.1.p_NODE_846_length_2950_cov_3.356422_1	26.8	336	207	12	1	318	20	334	2.93E-19	92
IS91	lane122s000600_bin.2.o_k141_407426-flag_1-multi_3.0000-len_1739_2	25.3	312	209	10	19	318	13	312	6.00E-19	90.9
