seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
lane122s000529_megahit_k141_303-flag=1-multi=14.0000-len=3699	3699	No terminal repeats	5	11	0.9321	0.0156	0	1.2576	NA	NA
lane121s003960_shovill_contig00067	15775	No terminal repeats	16	11	0.9314	0.0157	0	2.1927	NA	NA
lane122s000602_bin.1.o_k141_498570-flag_0-multi_8.8795-len_5744	5744	No terminal repeats	6	11	0.9311	0.0158	0	0.0000	NA	NA
lane122s000523_bin.1.p_NODE_81_length_9420_cov_132.459809	9420	No terminal repeats	10	11	0.9304	0.0158	0	1.7669	NA	NA
lane121s003995_shovill_contig00044	15385	No terminal repeats	12	11	0.9296	0.0159	0	0.4286	NA	NA
lane122s000540_bin.1.p_NODE_56_length_44166_cov_15.693529	44166	No terminal repeats	46	11	0.9295	0.0160	0	8.1374	NA	NF033135
lane122s000601_bin.1.o_k141_411628-flag_1-multi_5.0000-len_3490	3490	No terminal repeats	5	11	0.9293	0.0160	0	0.0000	NA	NA
lane122s000605_bin.2.o_k141_469383-flag_0-multi_6.9548-len_5806	5806	No terminal repeats	7	11	0.9292	0.0161	0	1.2086	NA	NA
lane122s000602_bin.1.o_k141_440643-flag_1-multi_8.5046-len_9900	9900	No terminal repeats	14	11	0.9289	0.0162	0	4.0780	NA	NA
lane121s003962_megahit_k141_201-flag=1-multi=5.0000-len=3165	3165	No terminal repeats	3	11	0.9288	0.0162	0	0.0000	NA	NA
lane121s003962_megahit_k141_314-flag=1-multi=5.0000-len=3228	3228	No terminal repeats	3	11	0.9285	0.0163	0	0.9219	NA	NA
lane121s003972_bin.2.s_NODE_276_length_3519_cov_3.540383	3519	No terminal repeats	4	11	0.9283	0.0164	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_24_length_7944_cov_3.033049	7944	No terminal repeats	7	11	0.9276	0.0164	0	0.6458	NA	NA
lane121s003962_megahit_k141_1047-flag=1-multi=4.0000-len=3696	3696	No terminal repeats	4	11	0.9272	0.0165	0	0.9449	NA	NA
lane121s003962_megahit_k141_62-flag=1-multi=6.0000-len=5291	5291	No terminal repeats	7	11	0.9271	0.0166	0	0.3031	NA	NA
lane121s003962_megahit_k141_1283-flag=1-multi=6.0000-len=4067	4067	No terminal repeats	6	11	0.9270	0.0167	0	0.3200	NA	NA
lane122s000523_bin.1.p_NODE_48_length_38702_cov_111.764764	38702	No terminal repeats	34	11	0.9268	0.0167	0	0.6415	NA	NA
lane122s000606_bin.2.s_NODE_489_length_2863_cov_2.197416	2863	No terminal repeats	5	11	0.9265	0.0168	0	0.0000	NA	NA
lane121s003962_megahit_k141_1618-flag=1-multi=5.0000-len=4362	4362	No terminal repeats	6	11	0.9261	0.0169	0	1.8386	NA	NA
lane122s000601_bin.6.o_k141_534843-flag_1-multi_5.0000-len_2705	2705	No terminal repeats	4	11	0.9260	0.0169	0	0.0000	NA	NA
lane121s003962_megahit_k141_428-flag=1-multi=5.0000-len=4749	4749	No terminal repeats	6	11	0.9259	0.0170	0	0.1902	NA	NA
lane121s003972_bin.2.s_NODE_57_length_6525_cov_3.823046	6525	No terminal repeats	7	11	0.9259	0.0171	0	0.0000	NA	NA
lane121s003976_shovill_contig00045	44265	No terminal repeats	46	11	0.9256	0.0171	0	0.2712	NA	NA
lane122s000531_bin.1.o_k141_71-flag_0-multi_147.8084-len_45677	45677	No terminal repeats	35	11	0.9251	0.0172	0	0.0025	NA	NA
lane821s003044_shovill_contig00108	2807	No terminal repeats	4	11	0.9251	0.0173	0	2.1301	NA	NA
lane122s000602_bin.1.o_k141_523660-flag_1-multi_5.0000-len_3830	3830	No terminal repeats	4	11	0.9250	0.0174	0	1.9274	NA	NA
lane121s003972_bin.2.s_NODE_409_length_2815_cov_2.487217	2815	No terminal repeats	2	11	0.9250	0.0174	0	0.0000	NA	NA
lane121s003962_megahit_k141_916-flag=1-multi=4.0000-len=4868	4868	No terminal repeats	6	11	0.9243	0.0175	0	1.4396	NA	NA
lane122s000602_bin.1.o_k141_153210-flag_1-multi_9.0000-len_16346	16346	No terminal repeats	20	11	0.9239	0.0176	0	1.5068	NA	NA
lane122s000523_bin.1.p_NODE_99_length_2807_cov_282.887179	2807	No terminal repeats	4	11	0.9234	0.0176	0	2.1301	NA	NA
lane122s000607_bin.1.p_NODE_2670_length_896_cov_3.711844	896	No terminal repeats	2	11	0.9228	0.0177	1	1.4894	MOBQ	NA
lane121s003972_bin.2.s_NODE_282_length_3464_cov_2.838795	3464	No terminal repeats	5	11	0.9225	0.0178	0	0.9311	NA	NA
lane122s000538_bin.1.p_NODE_44_length_2538_cov_38.780171	2538	No terminal repeats	2	11	0.9219	0.0179	0	1.0350	NA	NA
lane121s003972_bin.2.s_NODE_32_length_7428_cov_2.554754	7428	No terminal repeats	7	11	0.9216	0.0179	0	0.5604	NA	NA
lane122s000601_bin.7.o_k141_499076-flag_1-multi_3.0000-len_3949	3949	No terminal repeats	3	11	0.9211	0.0180	0	0.0000	NA	NA
lane122s000539_shovill_contig00073	7540	No terminal repeats	8	11	0.9211	0.0181	0	1.7183	NA	NA
lane122s000541_shovill_contig00045	5799	No terminal repeats	4	11	0.9206	0.0182	0	0.0000	NA	NA
lane122s000540_bin.1.p_NODE_77_length_31333_cov_16.431085	31333	No terminal repeats	38	11	0.9206	0.0182	0	4.6194	NA	NF000095
lane121s003972_bin.2.s_NODE_394_length_2867_cov_2.840860	2867	No terminal repeats	4	11	0.9205	0.0183	0	0.0000	NA	NA
lane122s000607_bin.1.p_NODE_602_length_3587_cov_1.804558	3587	No terminal repeats	6	11	0.9204	0.0184	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_180_length_4267_cov_3.618854	4267	No terminal repeats	6	11	0.9203	0.0184	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_402_length_3329_cov_1.773678	3329	No terminal repeats	3	11	0.9203	0.0185	0	0.5154	NA	NA
lane122s000606_bin.2.s_NODE_294_length_4070_cov_0.958177	4070	No terminal repeats	7	11	0.9198	0.0186	0	0.4301	NA	NA
lane122s000606_bin.1.o_k141_568758-flag_1-multi_3.0000-len_2773	2773	No terminal repeats	4	11	0.9198	0.0187	0	0.0000	NA	NA
lane121s003962_megahit_k141_261-flag=1-multi=5.0000-len=7576	7576	No terminal repeats	9	11	0.9191	0.0187	0	0.7218	NA	NA
lane121s003972_bin.2.s_NODE_74_length_5956_cov_3.458241	5956	No terminal repeats	6	11	0.9186	0.0188	0	0.0000	NA	NA
lane121s003962_megahit_k141_1644-flag=1-multi=6.0000-len=7949	7949	No terminal repeats	7	11	0.9180	0.0189	2	1.1880	T_virB8;T_virB9	NA
lane122s000602_bin.1.o_k141_3898-flag_1-multi_5.0000-len_4294	4294	No terminal repeats	4	11	0.9174	0.0190	0	1.8373	NA	NA
lane821s003043_bin.1.s_NODE_19_length_3359_cov_82.084400	3359	No terminal repeats	3	11	0.9173	0.0190	0	1.4150	NA	NA
lane122s000540_bin.1.p_NODE_51_length_50913_cov_14.602585	50913	No terminal repeats	53	11	0.9172	0.0191	0	7.5615	NA	NA
lane122s000529_megahit_k141_93-flag=1-multi=8.0000-len=3814	3814	No terminal repeats	4	11	0.9167	0.0192	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_285_length_4130_cov_2.216630	4130	No terminal repeats	6	11	0.9160	0.0193	0	0.1623	NA	NA
lane121s003962_megahit_k141_97-flag=1-multi=5.0000-len=14641	14641	No terminal repeats	17	11	0.9158	0.0193	0	2.9768	NA	NA
lane121s003962_megahit_k141_47-flag=1-multi=6.0000-len=7238	7238	No terminal repeats	4	11	0.9157	0.0194	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_452864-flag_0-multi_8.8239-len_9428	9428	No terminal repeats	12	11	0.9156	0.0195	0	2.7470	NA	NA
lane122s000530_shovill_contig00031	5524	No terminal repeats	9	11	0.9155	0.0196	0	0.0000	NA	NA
lane122s000601_bin.6.o_k141_595707-flag_1-multi_3.0000-len_7163	7163	No terminal repeats	7	11	0.9154	0.0197	0	0.5117	NA	NA
lane122s000601_bin.7.o_k141_328616-flag_1-multi_2.9942-len_4258	4258	No terminal repeats	3	11	0.9151	0.0197	0	1.2905	NA	NA
lane122s000540_bin.1.p_NODE_19_length_103420_cov_16.730016	103420	No terminal repeats	105	11	0.9150	0.0198	0	8.0098	NA	NA
lane121s003962_megahit_k141_1004-flag=1-multi=5.0000-len=3478	3478	No terminal repeats	4	11	0.9145	0.0199	0	0.5301	NA	NA
lane122s000540_bin.1.p_NODE_111_length_17664_cov_15.077387	17664	No terminal repeats	12	11	0.9134	0.0200	0	2.8977	NA	NA
lane122s000539_shovill_contig00077	4140	No terminal repeats	8	11	0.9119	0.0200	0	0.5014	NA	NA
lane121s003972_bin.2.s_NODE_284_length_3407_cov_2.440841	3407	No terminal repeats	4	11	0.9119	0.0201	0	0.0000	NA	NA
lane122s000601_bin.7.o_k141_79378-flag_1-multi_3.0000-len_3270	3270	No terminal repeats	5	11	0.9116	0.0202	0	0.0000	NA	NA
lane121s003977_shovill_contig00038	49496	No terminal repeats	37	11	0.9114	0.0203	0	1.5038	NA	NA
lane122s000523_bin.1.p_NODE_24_length_92658_cov_110.320120	92658	No terminal repeats	81	11	0.9108	0.0204	0	4.7771	NA	NF000496
lane121s003962_megahit_k141_1062-flag=1-multi=5.0000-len=5291	5291	No terminal repeats	5	11	0.9106	0.0204	0	0.1384	NA	NA
lane121s003972_bin.2.s_NODE_407_length_2819_cov_3.169584	2819	No terminal repeats	5	11	0.9103	0.0205	0	0.8187	NA	NA
lane121s003962_megahit_k141_1160-flag=1-multi=4.0000-len=3350	3350	No terminal repeats	4	11	0.9101	0.0206	0	0.0000	NA	NA
lane122s000520_bin.1.p_NODE_100_length_7138_cov_33.389746	7138	No terminal repeats	9	11	0.9095	0.0207	0	0.6650	NA	NF033129
lane121s003962_megahit_k141_1240-flag=1-multi=8.0000-len=2818	2818	No terminal repeats	4	11	0.9082	0.0208	0	0.0000	NA	NA
lane121s003977_shovill_contig00065	13804	No terminal repeats	11	11	0.9082	0.0208	0	1.9842	NA	NA
lane121s003972_bin.2.s_NODE_102_length_5380_cov_2.395814	5380	No terminal repeats	5	11	0.9081	0.0209	0	0.5272	NA	NA
lane122s000601_bin.6.o_k141_198533-flag_1-multi_2.0000-len_2869	2869	No terminal repeats	3	11	0.9080	0.0210	0	0.0000	NA	NA
lane122s000540_bin.1.p_NODE_40_length_63422_cov_16.964670	63422	No terminal repeats	57	11	0.9076	0.0211	0	5.6439	NA	NF033135;NF000496;NF012174;NF033105
lane121s003962_megahit_k141_886-flag=1-multi=6.0000-len=11041	11041	No terminal repeats	11	11	0.9075	0.0212	0	0.6646	NA	NA
lane122s000540_bin.1.p_NODE_67_length_36378_cov_16.423955	36378	No terminal repeats	37	11	0.9071	0.0213	0	4.1990	NA	NF012174
lane121s003972_bin.2.s_NODE_58_length_6487_cov_2.818565	6487	No terminal repeats	7	11	0.9068	0.0213	0	0.0801	NA	NA
lane122s000520_bin.1.p_NODE_72_length_15602_cov_20.718325	15602	No terminal repeats	12	11	0.9064	0.0214	0	0.3465	NA	NA
lane122s000603_bin.1.o_k141_257455-flag_1-multi_1.0000-len_2563	2563	No terminal repeats	3	11	0.9058	0.0215	0	0.9247	NA	NA
lane121s003972_bin.2.s_NODE_200_length_4046_cov_3.236835	4046	No terminal repeats	4	11	0.9058	0.0216	0	0.0000	NA	NA
lane121s003962_megahit_k141_1332-flag=1-multi=6.0000-len=4380	4380	No terminal repeats	5	11	0.9050	0.0217	0	1.1108	NA	NA
lane121s003962_megahit_k141_108-flag=1-multi=5.0000-len=5221	5221	No terminal repeats	3	11	0.9044	0.0218	0	0.0000	NA	NA
lane122s000607_bin.1.p_NODE_1081_length_2527_cov_1.500408	2527	No terminal repeats	3	11	0.9040	0.0218	0	1.5076	NA	NA
lane122s000607_bin.1.p_NODE_781_length_3124_cov_2.505743	3124	No terminal repeats	9	11	0.9033	0.0219	0	0.0000	NA	NA
lane122s000520_bin.1.p_NODE_65_length_21357_cov_30.159680	21357	No terminal repeats	21	11	0.9033	0.0220	0	3.0923	NA	NF033134
lane122s000605_bin.3.p_NODE_285_length_4521_cov_4.532178	4521	No terminal repeats	4	11	0.9031	0.0221	0	2.5160	NA	NA
lane121s003962_megahit_k141_1688-flag=1-multi=6.0000-len=4089	4089	No terminal repeats	6	11	0.9024	0.0222	0	0.0000	NA	NA
lane121s003962_megahit_k141_1125-flag=1-multi=5.0000-len=2515	2515	No terminal repeats	3	11	0.8997	0.0223	0	0.9742	NA	NA
lane121s003962_megahit_k141_1204-flag=1-multi=5.0000-len=4979	4979	No terminal repeats	7	11	0.8995	0.0224	0	1.7908	NA	NA
lane122s000601_bin.1.o_k141_93567-flag_1-multi_3.0000-len_2655	2655	No terminal repeats	2	11	0.8979	0.0225	0	1.1874	NA	NA
lane121s003962_megahit_k141_187-flag=1-multi=7.0000-len=3564	3564	No terminal repeats	3	11	0.8972	0.0225	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_147_length_5971_cov_1.591619	5971	No terminal repeats	6	11	0.8970	0.0226	0	0.4182	NA	NA
lane122s000601_bin.1.o_k141_604341-flag_1-multi_4.0000-len_3132	3132	No terminal repeats	3	11	0.8969	0.0227	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_127_length_4959_cov_3.215281	4959	No terminal repeats	4	11	0.8968	0.0228	0	0.3394	NA	NA
lane121s003962_megahit_k141_1503-flag=1-multi=6.0000-len=9234	9234	No terminal repeats	9	11	0.8964	0.0229	0	1.8472	NA	NA
lane122s000602_bin.1.o_k141_209648-flag_0-multi_2.0000-len_6300	6300	No terminal repeats	8	11	0.8963	0.0230	0	0.9766	NA	NA
lane122s000602_bin.1.o_k141_767996-flag_0-multi_9.0000-len_2874	2874	No terminal repeats	3	11	0.8963	0.0231	0	0.0000	NA	NA
lane122s000601_bin.7.o_k141_301449-flag_1-multi_4.0000-len_4188	4188	No terminal repeats	3	11	0.8955	0.0232	0	0.2449	NA	NA
lane121s003962_megahit_k141_100-flag=1-multi=6.0000-len=3289	3289	No terminal repeats	5	11	0.8948	0.0233	0	0.6419	NA	NA
lane122s000540_bin.1.p_NODE_52_length_50075_cov_15.054082	50075	No terminal repeats	44	11	0.8942	0.0234	0	6.4061	NA	NA
lane121s003955_bin.1.s_NODE_13_length_118753_cov_131.782509	118753	No terminal repeats	102	11	0.8942	0.0235	0	1.1916	NA	NF033145
lane121s003962_megahit_k141_43-flag=1-multi=6.0000-len=4756	4756	No terminal repeats	6	11	0.8936	0.0235	0	0.5223	NA	NA
lane121s003962_megahit_k141_967-flag=1-multi=4.0000-len=7022	7022	No terminal repeats	8	11	0.8933	0.0236	0	0.5810	NA	NA
lane121s003972_bin.2.s_NODE_410_length_2804_cov_2.468280	2804	No terminal repeats	3	11	0.8932	0.0237	0	0.0000	NA	NA
lane121s003962_megahit_k141_686-flag=1-multi=5.0000-len=6221	6221	No terminal repeats	7	11	0.8928	0.0238	0	0.0000	NA	NA
lane121s003962_megahit_k141_55-flag=1-multi=6.0000-len=6650	6650	No terminal repeats	4	11	0.8925	0.0239	0	0.0000	NA	NA
lane121s003962_megahit_k141_196-flag=1-multi=4.0000-len=4773	4773	No terminal repeats	5	11	0.8924	0.0240	0	0.8320	NA	NA
lane122s000601_bin.1.o_k141_87720-flag_1-multi_5.6377-len_2570	2570	No terminal repeats	2	11	0.8923	0.0241	0	0.0000	NA	NA
lane821s003044_shovill_contig00100	4906	No terminal repeats	4	11	0.8922	0.0242	0	0.0000	NA	NA
lane122s000521_bin.1.s_NODE_46_length_1637_cov_58.323718	1637	No terminal repeats	1	11	0.8921	0.0243	1	1.7118	NA	NA
lane121s003972_bin.2.s_NODE_432_length_2733_cov_2.324925	2733	No terminal repeats	2	11	0.8918	0.0244	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_426_length_3208_cov_3.598850	3208	No terminal repeats	5	11	0.8915	0.0245	0	1.2463	NA	NA
lane122s000601_bin.7.o_k141_36290-flag_1-multi_4.0000-len_4186	4186	No terminal repeats	6	11	0.8902	0.0246	0	1.5478	NA	NA
lane121s003978_shovill_contig00048	7867	No terminal repeats	10	11	0.8900	0.0247	0	0.3733	NA	NF000005
lane122s000601_bin.6.o_k141_396192-flag_1-multi_4.0000-len_5202	5202	No terminal repeats	5	11	0.8891	0.0248	0	0.4918	NA	NA
lane122s000601_bin.6.o_k141_34719-flag_0-multi_4.9836-len_3064	3064	No terminal repeats	4	11	0.8887	0.0249	0	0.0000	NA	NA
lane122s000521_bin.2.p_NODE_35_length_9662_cov_12.099531	9662	No terminal repeats	12	11	0.8881	0.0249	0	0.7008	NA	NA
lane122s000606_bin.3.o_k141_428809-flag_1-multi_3.0000-len_3177	3177	No terminal repeats	3	11	0.8880	0.0250	2	3.0175	NA	NA
lane122s000605_bin.3.p_NODE_683_length_2961_cov_1.571775	2961	No terminal repeats	4	11	0.8880	0.0251	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_514149-flag_1-multi_7.0000-len_15208	15208	No terminal repeats	13	11	0.8874	0.0252	0	2.4487	NA	NF033476
lane121s003962_megahit_k141_644-flag=1-multi=6.0000-len=4932	4932	No terminal repeats	5	11	0.8874	0.0253	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_478126-flag_0-multi_4.9893-len_4610	4610	No terminal repeats	3	11	0.8865	0.0254	0	1.1619	NA	NA
lane121s003972_bin.2.s_NODE_35_length_7193_cov_2.442383	7193	No terminal repeats	6	11	0.8854	0.0255	0	2.0013	NA	NA
lane121s003972_bin.2.s_NODE_232_length_3787_cov_2.633154	3787	No terminal repeats	4	11	0.8849	0.0256	0	1.5395	NA	NA
lane121s003962_megahit_k141_896-flag=1-multi=4.0000-len=14091	14091	No terminal repeats	11	11	0.8835	0.0257	0	0.7635	NA	NA
lane122s000721_shovill_contig00462	2533	No terminal repeats	3	11	0.8832	0.0258	0	0.0000	NA	NA
lane821s003035_bin.1.p_NODE_58_length_2599_cov_163.758921	2599	No terminal repeats	3	11	0.8822	0.0259	0	0.0000	NA	NA
lane121s003962_megahit_k141_1612-flag=1-multi=4.0000-len=4608	4608	No terminal repeats	5	11	0.8818	0.0260	0	1.5557	NA	NA
lane122s000605_bin.2.o_k141_249473-flag_1-multi_7.0000-len_5152	5152	No terminal repeats	9	11	0.8809	0.0261	0	0.0000	NA	NA
lane121s003962_megahit_k141_769-flag=1-multi=5.0000-len=6652	6652	No terminal repeats	8	11	0.8808	0.0262	0	1.1961	NA	NA
lane122s000531_bin.1.o_k141_74-flag_0-multi_148.9503-len_7140	7140	No terminal repeats	8	11	0.8797	0.0263	0	0.5394	NA	NA
lane122s000532_bin.1.p_NODE_16_length_3329_cov_21.306888	3329	No terminal repeats	4	11	0.8793	0.0264	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_262_length_3566_cov_2.658068	3566	No terminal repeats	5	11	0.8792	0.0265	0	1.5076	NA	NA
lane121s003952_megahit_k141_93-flag=0-multi=342.7003-len=3731	3731	No terminal repeats	3	11	0.8791	0.0266	0	1.0890	NA	NA
lane121s003972_bin.2.s_NODE_267_length_3558_cov_2.792588	3558	No terminal repeats	3	11	0.8789	0.0267	0	0.0000	NA	NA
lane121s003962_megahit_k141_442-flag=1-multi=6.0000-len=6182	6182	No terminal repeats	5	11	0.8784	0.0268	0	0.4291	NA	NA
lane122s000606_bin.2.s_NODE_273_length_4207_cov_1.008959	4207	No terminal repeats	3	11	0.8781	0.0269	0	0.0000	NA	NA
lane122s000529_megahit_k141_621-flag=1-multi=7.0000-len=2884	2884	No terminal repeats	3	11	0.8779	0.0270	0	0.0000	NA	NA
lane121s003962_megahit_k141_1286-flag=1-multi=6.0000-len=11054	11054	No terminal repeats	9	11	0.8778	0.0271	0	0.6336	NA	NA
lane121s003962_megahit_k141_337-flag=1-multi=5.0000-len=2904	2904	No terminal repeats	4	11	0.8773	0.0272	0	0.9256	NA	NA
lane122s000605_bin.2.o_k141_239361-flag_1-multi_5.0000-len_4340	4340	No terminal repeats	8	11	0.8770	0.0273	0	0.0000	NA	NA
lane122s000540_bin.1.p_NODE_82_length_27991_cov_15.754281	27991	No terminal repeats	25	11	0.8769	0.0274	0	5.6786	NA	NA
lane121s003962_megahit_k141_504-flag=1-multi=6.0000-len=3057	3057	No terminal repeats	4	11	0.8767	0.0275	0	0.0000	NA	NA
lane121s003962_megahit_k141_1550-flag=1-multi=6.0000-len=6477	6477	No terminal repeats	7	11	0.8766	0.0277	0	0.8059	NA	NA
lane121s003995_shovill_contig00048	9335	No terminal repeats	11	11	0.8765	0.0278	0	0.2498	NA	NA
lane122s000521_bin.2.p_NODE_33_length_18703_cov_11.942231	18703	No terminal repeats	21	11	0.8763	0.0279	0	0.8376	NA	NA
lane122s000601_bin.6.o_k141_438729-flag_1-multi_5.5341-len_9996	9996	No terminal repeats	11	11	0.8762	0.0280	0	3.0842	NA	NA
lane122s000601_bin.6.o_k141_537833-flag_1-multi_4.0000-len_3415	3415	No terminal repeats	4	11	0.8760	0.0281	0	0.3807	NA	NA
lane122s000600_bin.2.o_k141_206859-flag_1-multi_4.0000-len_3935	3935	No terminal repeats	5	11	0.8756	0.0282	0	0.3628	NA	NA
lane121s003960_shovill_contig00057	22990	No terminal repeats	17	11	0.8754	0.0283	0	1.7503	NA	NA
lane121s003962_megahit_k141_1350-flag=1-multi=6.0000-len=5005	5005	No terminal repeats	5	11	0.8750	0.0284	0	0.8806	NA	NA
lane122s000523_bin.1.p_NODE_86_length_8799_cov_109.755446	8799	No terminal repeats	6	11	0.8750	0.0285	0	1.2262	NA	NA
lane122s000535_bin.1.p_NODE_17_length_73655_cov_162.875588	73655	No terminal repeats	72	11	0.8741	0.0286	0	6.7009	NA	NF033105;NF033145;NF000261
lane121s003972_bin.2.s_NODE_372_length_2981_cov_2.816804	2981	No terminal repeats	3	11	0.8736	0.0287	0	0.9239	NA	NA
lane121s003962_megahit_k141_618-flag=1-multi=5.0000-len=4274	4274	No terminal repeats	3	11	0.8728	0.0288	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_324_length_3175_cov_3.188186	3175	No terminal repeats	6	11	0.8725	0.0289	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_639811-flag_0-multi_5.4410-len_5928	5928	No terminal repeats	10	11	0.8724	0.0290	0	0.7313	NA	NA
lane122s000540_bin.1.p_NODE_136_length_8316_cov_18.206821	8316	No terminal repeats	9	11	0.8722	0.0291	0	0.2342	NA	NA
lane121s003972_bin.2.s_NODE_61_length_6416_cov_2.631803	6416	No terminal repeats	5	11	0.8718	0.0292	0	1.0282	NA	NA
lane122s000605_bin.3.p_NODE_131_length_5947_cov_3.332027	5947	No terminal repeats	7	11	0.8717	0.0293	0	1.2145	NA	NA
lane122s000607_bin.1.p_NODE_457_length_4123_cov_3.592190	4123	No terminal repeats	5	11	0.8715	0.0294	0	0.0000	NA	NA
lane122s000605_bin.3.p_NODE_752_length_2744_cov_2.084364	2744	No terminal repeats	3	11	0.8714	0.0295	0	0.6166	NA	NA
lane122s000605_bin.3.p_NODE_514_length_3498_cov_2.337328	3498	No terminal repeats	6	11	0.8712	0.0296	0	0.4080	NA	NA
lane121s003962_megahit_k141_818-flag=1-multi=4.0000-len=2530	2530	No terminal repeats	2	11	0.8710	0.0297	0	0.6337	NA	NA
lane122s000521_bin.1.s_NODE_37_length_12340_cov_101.839599	12340	No terminal repeats	14	11	0.8709	0.0298	0	0.2844	NA	NA
lane122s000519_bin.1.s_NODE_83_length_4317_cov_4.581368	4317	No terminal repeats	4	11	0.8705	0.0299	0	0.3521	NA	NA
lane122s000601_bin.1.o_k141_373689-flag_1-multi_3.0000-len_2777	2777	No terminal repeats	4	11	0.8704	0.0300	0	0.0000	NA	NA
lane821s003038_bin.1.o_k141_110-flag_0-multi_1400.4142-len_7795	7795	No terminal repeats	7	11	0.8703	0.0301	0	1.0979	NA	NA
lane121s003972_bin.2.s_NODE_247_length_3646_cov_3.028860	3646	No terminal repeats	2	11	0.8702	0.0302	0	0.0000	NA	NA
lane122s000606_bin.1.o_k141_34021-flag_1-multi_2.0000-len_2938	2938	No terminal repeats	2	11	0.8698	0.0303	0	0.0000	NA	NA
lane122s000605_bin.3.p_NODE_836_length_2549_cov_4.190939	2549	No terminal repeats	3	11	0.8691	0.0304	0	0.0000	NA	NA
lane122s000601_bin.4.o_k141_673469-flag_0-multi_3.1633-len_6938	6938	No terminal repeats	5	11	0.8676	0.0305	0	1.5112	NA	NF000272
lane122s000600_bin.2.o_k141_30636-flag_1-multi_4.0000-len_5453	5453	No terminal repeats	5	11	0.8665	0.0306	0	0.4254	NA	NA
lane121s003962_megahit_k141_1323-flag=1-multi=5.9857-len=3993	3993	No terminal repeats	4	11	0.8663	0.0308	0	0.4712	NA	NA
lane122s000520_bin.1.p_NODE_91_length_10758_cov_9.422151	10758	No terminal repeats	7	11	0.8659	0.0309	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_254_length_4445_cov_1.053800	4445	No terminal repeats	11	11	0.8658	0.0310	0	0.0000	NA	NA
lane122s000539_shovill_contig00057	17315	No terminal repeats	21	11	0.8657	0.0311	0	2.0170	NA	NA
lane821s003044_shovill_contig00105	3477	No terminal repeats	3	11	0.8650	0.0312	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_506_length_2791_cov_1.004422	2791	No terminal repeats	6	11	0.8646	0.0313	0	0.0000	NA	NA
lane122s000605_bin.2.o_k141_363813-flag_1-multi_7.0000-len_12024	12024	No terminal repeats	8	11	0.8617	0.0314	0	0.8104	NA	NA
lane122s000602_bin.1.o_k141_397920-flag_0-multi_7.9613-len_4487	4487	No terminal repeats	5	11	0.8607	0.0315	0	2.1724	NA	NA
lane122s000601_bin.7.o_k141_534654-flag_1-multi_3.0000-len_2810	2810	No terminal repeats	3	11	0.8603	0.0316	0	2.0262	NA	NA
lane121s003976_shovill_contig00088	2784	No terminal repeats	3	11	0.8595	0.0317	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_322_length_3182_cov_2.034461	3182	No terminal repeats	5	11	0.8590	0.0318	0	0.9220	NA	NA
lane122s000605_bin.3.p_NODE_155_length_5625_cov_2.147441	5625	No terminal repeats	6	11	0.8583	0.0320	0	0.4707	NA	NF000496
lane122s000600_bin.4.o_k141_303193-flag_1-multi_6.0000-len_8681	8681	No terminal repeats	10	11	0.8580	0.0321	0	2.5437	NA	NA
lane122s000602_bin.1.o_k141_354207-flag_1-multi_7.4498-len_3167	3167	No terminal repeats	4	11	0.8579	0.0322	0	2.0892	NA	NA
lane122s000602_bin.1.o_k141_725497-flag_0-multi_8.9066-len_12300	12300	No terminal repeats	12	11	0.8566	0.0323	0	1.6559	NA	NA
lane122s000529_megahit_k141_188-flag=0-multi=18.9005-len=2854	2854	No terminal repeats	4	11	0.8562	0.0324	0	0.8150	NA	NA
lane122s000529_megahit_k141_118-flag=0-multi=9.9073-len=4627	4627	No terminal repeats	5	11	0.8562	0.0325	0	2.2460	NA	NF033135
lane121s003962_megahit_k141_197-flag=1-multi=6.0000-len=3604	3604	No terminal repeats	5	11	0.8561	0.0326	0	1.9274	NA	NA
lane122s000606_bin.3.o_k141_289837-flag_1-multi_4.0000-len_4961	4961	No terminal repeats	3	11	0.8549	0.0327	0	1.4848	NA	NA
lane121s003972_bin.2.s_NODE_46_length_6858_cov_2.952662	6858	No terminal repeats	8	11	0.8542	0.0329	0	0.8937	NA	NA
lane122s000606_bin.2.s_NODE_395_length_3351_cov_1.128283	3351	No terminal repeats	6	11	0.8538	0.0330	0	0.0000	NA	NA
